account_name,poker,pkrdac
jordanjordan,1496.1777 POKER,1496.1777 PKRDAC
jordanwang11,6088.6678 POKER,6088.6678 PKRDAC
jordglobens1,4348.7237 POKER,4348.7237 PKRDAC
joytreelove1,229.9026 POKER,229.9026 PKRDAC
jp34a4ogtkez,3.5263 POKER,3.5263 PKRDAC
jqp123123123,2.0560 POKER,2.0560 PKRDAC
jsaon1231234,3.1392 POKER,3.1392 PKRDAC
jumocares123,5.0001 POKER,5.0001 PKRDAC
junyulongttm,1.5174 POKER,1.5174 PKRDAC
justabot1111,1.6093 POKER,1.6093 PKRDAC
justabot2222,1.2705 POKER,1.2705 PKRDAC
justabot3333,1.0164 POKER,1.0164 PKRDAC
justabot5555,1.2705 POKER,1.2705 PKRDAC
justforgames,1.0000 POKER,1.0000 PKRDAC
justwaitnsee,10.9783 POKER,10.9783 PKRDAC
juventus1234,1.1650 POKER,1.1650 PKRDAC
jxismlwallet,1.3140 POKER,1.3140 PKRDAC
jyxiaobiubiu,446.5372 POKER,446.5372 PKRDAC
k2haitangwan,109.0978 POKER,109.0978 PKRDAC
kaileypearce,1.0364 POKER,1.0364 PKRDAC
kakaotalkapp,1.8750 POKER,1.8750 PKRDAC
kaleighharbe,1.8422 POKER,1.8422 PKRDAC
kaleighmorar,1.1921 POKER,1.1921 PKRDAC
kamilwangwrh,5.8258 POKER,5.8258 PKRDAC
kamrynconnel,1.2627 POKER,1.2627 PKRDAC
kangabieosid,1.4166 POKER,1.4166 PKRDAC
karianekossc,1.0802 POKER,1.0802 PKRDAC
karmachicken,20.0031 POKER,20.0031 PKRDAC
kbapurambapu,1.1697 POKER,1.1697 PKRDAC
keithkeith11,1.2135 POKER,1.2135 PKRDAC
kellyspring1,10716.4950 POKER,10716.4950 PKRDAC
kenloheos123,1.9676 POKER,1.9676 PKRDAC
kensfuncoins,4148.7572 POKER,4148.7572 PKRDAC
kevinowallet,43.2136 POKER,43.2136 PKRDAC
kevintoken12,156.0768 POKER,156.0768 PKRDAC
keyeoskeyeos,1.2894 POKER,1.2894 PKRDAC
keypairt3st1,197.0937 POKER,197.0937 PKRDAC
khgminkhgmin,1.4313 POKER,1.4313 PKRDAC
khjin1234512,15.5382 POKER,15.5382 PKRDAC
kimhakmidapp,39.7862 POKER,39.7862 PKRDAC
kimkidongout,1.1085 POKER,1.1085 PKRDAC
kingmyeos111,1.0686 POKER,1.0686 PKRDAC
kingrobertoo,4.0000 POKER,4.0000 PKRDAC
kirilltopnsk,83.0465 POKER,83.0465 PKRDAC
kissy1111111,1.0940 POKER,1.0940 PKRDAC
knightphan11,7.2323 POKER,7.2323 PKRDAC
kokoraz12345,1.0147 POKER,1.0147 PKRDAC
kondscoineos,1.0295 POKER,1.0295 PKRDAC
konyakonya55,2.4460 POKER,2.4460 PKRDAC
koreakoreaaa,22.5000 POKER,22.5000 PKRDAC
kpstreefkerk,149.0975 POKER,149.0975 PKRDAC
kuangye12345,2135.4677 POKER,2135.4677 PKRDAC
kunoichi2321,1.3380 POKER,1.3380 PKRDAC
kurtkurtkurt,2255.9662 POKER,2255.9662 PKRDAC
labbplayerss,5026.5397 POKER,5026.5397 PKRDAC
ladariusgree,2.6104 POKER,2.6104 PKRDAC
laferrarifxx,1.5002 POKER,1.5002 PKRDAC
laishahayesa,1.5834 POKER,1.5834 PKRDAC
lanceroweemi,1.7875 POKER,1.7875 PKRDAC
landedestate,1.3409 POKER,1.3409 PKRDAC
landsurveyor,55.6480 POKER,55.6480 PKRDAC
lanluhu52111,5.1955 POKER,5.1955 PKRDAC
laojiucaieos,6.1500 POKER,6.1500 PKRDAC
lasseehlers1,12.2301 POKER,12.2301 PKRDAC
latenighteos,1.2675 POKER,1.2675 PKRDAC
lazyguuulady,1.7347 POKER,1.7347 PKRDAC
lazytechmask,3.0478 POKER,3.0478 PKRDAC
lbarbazette1,2.1572 POKER,2.1572 PKRDAC
ldsnnlove123,3.4696 POKER,3.4696 PKRDAC
leekofcrypto,260.0853 POKER,260.0853 PKRDAC
leelayqwqtnt,4.5381 POKER,4.5381 PKRDAC
leemhun11111,1.9375 POKER,1.9375 PKRDAC
leemon111222,20.1626 POKER,20.1626 PKRDAC
leesama12354,6.3125 POKER,6.3125 PKRDAC
legendarylej,5.0000 POKER,5.0000 PKRDAC
legndofpoker,11.3360 POKER,11.3360 PKRDAC
legndofzelda,15.9480 POKER,15.9480 PKRDAC
leishendashu,4.8233 POKER,4.8233 PKRDAC
lemonslemons,9.7143 POKER,9.7143 PKRDAC
letouwallet1,1.9501 POKER,1.9501 PKRDAC
levchefmove3,550.6589 POKER,550.6589 PKRDAC
lhlbtex12345,2.0127 POKER,2.0127 PKRDAC
lhqeose12345,3.7726 POKER,3.7726 PKRDAC
liamdgmurphy,1.3692 POKER,1.3692 PKRDAC
liangji13131,84.8326 POKER,84.8326 PKRDAC
liangjiaming,384.8708 POKER,384.8708 PKRDAC
lianjinshubh,20.7800 POKER,20.7800 PKRDAC
lianjsfund11,104.9687 POKER,104.9687 PKRDAC
liansheng123,34.4393 POKER,34.4393 PKRDAC
liaoxiaojing,16.2016 POKER,16.2016 PKRDAC
liaoyirong22,1.2750 POKER,1.2750 PKRDAC
liberty11111,10307.0017 POKER,10307.0017 PKRDAC
libertyfree1,1.5096 POKER,1.5096 PKRDAC
lidehua12345,5.2337 POKER,5.2337 PKRDAC
lidong321hua,1.9192 POKER,1.9192 PKRDAC
lihdluowykyv,1641.7007 POKER,1641.7007 PKRDAC
lihuachao123,1.7500 POKER,1.7500 PKRDAC
lijigangzhao,5.0590 POKER,5.0590 PKRDAC
liketarryfox,3.0248 POKER,3.0248 PKRDAC
limeirangeos,3651.2928 POKER,3651.2928 PKRDAC
limuchennver,1.7567 POKER,1.7567 PKRDAC
lineprotrain,1.5076 POKER,1.5076 PKRDAC
lingfengzhu1,1.1499 POKER,1.1499 PKRDAC
lingxin12345,1.1933 POKER,1.1933 PKRDAC
linxiaoshuai,2.0000 POKER,2.0000 PKRDAC
linxue422511,2.2964 POKER,2.2964 PKRDAC
liruran11111,1.5856 POKER,1.5856 PKRDAC
little123123,1.4522 POKER,1.4522 PKRDAC
littleaalice,65.5000 POKER,65.5000 PKRDAC
liu414325125,2.0500 POKER,2.0500 PKRDAC
liuliul12345,92.6010 POKER,92.6010 PKRDAC
liuyin2n1114,1.3819 POKER,1.3819 PKRDAC
liuyin3n1114,2.6711 POKER,2.6711 PKRDAC
livelovegive,1.7974 POKER,1.7974 PKRDAC
liwanfa33333,3.0172 POKER,3.0172 PKRDAC
liyunpeng123,29.3125 POKER,29.3125 PKRDAC
liyunshiwang,1.4186 POKER,1.4186 PKRDAC
liyuzhen1235,1.0701 POKER,1.0701 PKRDAC
ll5151515151,2.0000 POKER,2.0000 PKRDAC
lllanzhaohui,420.9343 POKER,420.9343 PKRDAC
lllllijiyang,1.7500 POKER,1.7500 PKRDAC
lllllll11111,2.4375 POKER,2.4375 PKRDAC
llyyjjllyj22,3.3313 POKER,3.3313 PKRDAC
localcoin444,1.1314 POKER,1.1314 PKRDAC
localcoin555,7.1911 POKER,7.1911 PKRDAC
locandloc123,59.3431 POKER,59.3431 PKRDAC
londongogosh,1.8713 POKER,1.8713 PKRDAC
long12tianqi,1.0164 POKER,1.0164 PKRDAC
longlong1111,3.8781 POKER,3.8781 PKRDAC
longlong1241,3.7079 POKER,3.7079 PKRDAC
longlongdebb,6.6893 POKER,6.6893 PKRDAC
longlongdemm,5.8444 POKER,5.8444 PKRDAC
longlongzqqa,5.3243 POKER,5.3243 PKRDAC
longuhu12345,8.5764 POKER,8.5764 PKRDAC
lookeosmoon1,251.5807 POKER,251.5807 PKRDAC
louxueos1234,1.0240 POKER,1.0240 PKRDAC
love13141314,1.3534 POKER,1.3534 PKRDAC
love1314love,1.9937 POKER,1.9937 PKRDAC
loveboyggggg,39.6921 POKER,39.6921 PKRDAC
lovechenchen,4.5782 POKER,4.5782 PKRDAC
loveeoscandy,541.8377 POKER,541.8377 PKRDAC
lovelove1234,5.2393 POKER,5.2393 PKRDAC
lovelove2222,2.3200 POKER,2.3200 PKRDAC
lovelypeople,2.2641 POKER,2.2641 PKRDAC
lovemyranran,4.5142 POKER,4.5142 PKRDAC
loveu.x,1.0000 POKER,1.0000 PKRDAC
lovewcw54545,1.2026 POKER,1.2026 PKRDAC
loveyou.x,4.0720 POKER,4.0720 PKRDAC
ltpfj4all313,61.9304 POKER,61.9304 PKRDAC
lucasgame111,1.1212 POKER,1.1212 PKRDAC
luck15552323,1.3870 POKER,1.3870 PKRDAC
luckybear111,3.0871 POKER,3.0871 PKRDAC
luckybingogo,596.5429 POKER,596.5429 PKRDAC
luckyeos1314,2.7496 POKER,2.7496 PKRDAC
luckypatcher,22.5159 POKER,22.5159 PKRDAC
luhaoandling,5.7750 POKER,5.7750 PKRDAC
lukaszdz1234,48.8186 POKER,48.8186 PKRDAC
lukewhoenas1,7.7495 POKER,7.7495 PKRDAC
lukeyangcccc,32542.6725 POKER,32542.6725 PKRDAC
luoqionghua1,1.2640 POKER,1.2640 PKRDAC
lvliang54331,2.6189 POKER,2.6189 PKRDAC
lwflovewyj11,203.7483 POKER,203.7483 PKRDAC
lxmeosqb1234,1.9462 POKER,1.9462 PKRDAC
lxyutianbian,2.1861 POKER,2.1861 PKRDAC
lxzabcd12345,1.7199 POKER,1.7199 PKRDAC
lyjlyj123123,1727.3436 POKER,1727.3436 PKRDAC
lynxbenefits,1.4550 POKER,1.4550 PKRDAC
lzg333333333,3048.9155 POKER,3048.9155 PKRDAC
lzreos123aaa,542.4976 POKER,542.4976 PKRDAC
maijiwen1252,2.0500 POKER,2.0500 PKRDAC
malahaidaisi,1.1760 POKER,1.1760 PKRDAC
maliecapital,506.6487 POKER,506.6487 PKRDAC
mapleleafcap,1.1248 POKER,1.1248 PKRDAC
marcodin1324,2634.5002 POKER,2634.5002 PKRDAC
marekvrba111,44571.7233 POKER,44571.7233 PKRDAC
marinpusca11,4579.3820 POKER,4579.3820 PKRDAC
mark11223344,316.9533 POKER,316.9533 PKRDAC
marketrelays,551124.8377 POKER,551124.8377 PKRDAC
markyujun111,1.8000 POKER,1.8000 PKRDAC
marsaccount1,1.6093 POKER,1.6093 PKRDAC
marsaccount3,1.0164 POKER,1.0164 PKRDAC
marsaccount4,1.6093 POKER,1.6093 PKRDAC
marsaccount5,1.2705 POKER,1.2705 PKRDAC
marsha11moon,12517.7882 POKER,12517.7882 PKRDAC
marshmalleos,5.6470 POKER,5.6470 PKRDAC
martinkongmi,5.9182 POKER,5.9182 PKRDAC
masterlegacy,32.6921 POKER,32.6921 PKRDAC
masterroller,20.0092 POKER,20.0092 PKRDAC
mathmathmath,450.6783 POKER,450.6783 PKRDAC
mattanderson,8.9057 POKER,8.9057 PKRDAC
matthewriley,26.4073 POKER,26.4073 PKRDAC
mauriceateos,8955.0045 POKER,8955.0045 PKRDAC
mazongl12345,1.0104 POKER,1.0104 PKRDAC
mcfryondafly,39.5957 POKER,39.5957 PKRDAC
meetone12315,7.1881 POKER,7.1881 PKRDAC
melkiymelkiy,1.0147 POKER,1.0147 PKRDAC
mengboyuannn,3.2288 POKER,3.2288 PKRDAC
mersedesbenz,1.3913 POKER,1.3913 PKRDAC
metalgoldbar,2889.3249 POKER,2889.3249 PKRDAC
meteoriron12,38281.1615 POKER,38281.1615 PKRDAC
metrodorusos,461.5211 POKER,461.5211 PKRDAC
michaeleosio,1.0000 POKER,1.0000 PKRDAC
michelkarin1,1.3304 POKER,1.3304 PKRDAC
michellefang,61.9345 POKER,61.9345 PKRDAC
mickeymickey,7.8877 POKER,7.8877 PKRDAC
microgravity,34.6530 POKER,34.6530 PKRDAC
miguelmarron,79.5738 POKER,79.5738 PKRDAC
milenco11111,380.3677 POKER,380.3677 PKRDAC
mileslee1125,21.2500 POKER,21.2500 PKRDAC
millionaries,1209.5598 POKER,1209.5598 PKRDAC
minegiant111,1.2705 POKER,1.2705 PKRDAC
minegiant222,1.4399 POKER,1.4399 PKRDAC
minegiant333,1.1858 POKER,1.1858 PKRDAC
minegiant444,1.2705 POKER,1.2705 PKRDAC
minegiant555,2.0328 POKER,2.0328 PKRDAC
mingochin123,1.8039 POKER,1.8039 PKRDAC
mingrizhizhi,1.5072 POKER,1.5072 PKRDAC
missmyfather,549.4049 POKER,549.4049 PKRDAC
mitelindeeos,535.6061 POKER,535.6061 PKRDAC
mkzxceos5521,1.0480 POKER,1.0480 PKRDAC
mmpmmpmmpmmp,1.2480 POKER,1.2480 PKRDAC
mofangting12,6.0353 POKER,6.0353 PKRDAC
momoteamseos,110.3994 POKER,110.3994 PKRDAC
moneybag.x,3018.2326 POKER,3018.2326 PKRDAC
monkeymagic5,69.2601 POKER,69.2601 PKRDAC
monkeywallet,1.9980 POKER,1.9980 PKRDAC
moonaccount2,1.1858 POKER,1.1858 PKRDAC
moonaccount3,1.3552 POKER,1.3552 PKRDAC
moonaccount4,2.3716 POKER,2.3716 PKRDAC
mooomoooduck,38.8815 POKER,38.8815 PKRDAC
moreeoscandy,188.0000 POKER,188.0000 PKRDAC
moreeostoday,172.1107 POKER,172.1107 PKRDAC
mortyandrick,21.1461 POKER,21.1461 PKRDAC
movingman123,80.3238 POKER,80.3238 PKRDAC
mrnobodynum1,376.1225 POKER,376.1225 PKRDAC
muchdogewow1,14.8985 POKER,14.8985 PKRDAC
myathenalove,1.4170 POKER,1.4170 PKRDAC
myeosecology,1.3203 POKER,1.3203 PKRDAC
myeosgame123,7.6118 POKER,7.6118 PKRDAC
myeosmyeos11,2265.8954 POKER,2265.8954 PKRDAC
myeostp12345,1.6665 POKER,1.6665 PKRDAC
myloveranran,4.5062 POKER,4.5062 PKRDAC
mynameisking,1.5424 POKER,1.5424 PKRDAC
mynameistony,12.4959 POKER,12.4959 PKRDAC
myphotostore,1.3223 POKER,1.3223 PKRDAC
myplaywallet,10.7761 POKER,10.7761 PKRDAC
mysportsbook,10.6798 POKER,10.6798 PKRDAC
mysteoreosbp,1.6348 POKER,1.6348 PKRDAC
mysteorrrrrr,1675.6979 POKER,1675.6979 PKRDAC
mystore12345,1.3985 POKER,1.3985 PKRDAC
mysupergirls,23.0301 POKER,23.0301 PKRDAC
mytestmytest,2.0000 POKER,2.0000 PKRDAC
myys12344321,1.9461 POKER,1.9461 PKRDAC
mzsunminokoo,2.0880 POKER,2.0880 PKRDAC
n4p4lmeosjon,1.9394 POKER,1.9394 PKRDAC
nadeshdasatm,2.5490 POKER,2.5490 PKRDAC
nagydaaniel1,244.1593 POKER,244.1593 PKRDAC
nakago444444,11750.1398 POKER,11750.1398 PKRDAC
narsimharaog,1.0185 POKER,1.0185 PKRDAC
nawuda112233,1.3725 POKER,1.3725 PKRDAC
nelsongorgor,1.2086 POKER,1.2086 PKRDAC
neothedogdog,766.7338 POKER,766.7338 PKRDAC
netboxrus111,3.9294 POKER,3.9294 PKRDAC
netdanieleee,1028.0327 POKER,1028.0327 PKRDAC
neviscapital,1.2132 POKER,1.2132 PKRDAC
newaccount45,4.6381 POKER,4.6381 PKRDAC
newaccount55,3.1304 POKER,3.1304 PKRDAC
newblock1111,1.0164 POKER,1.0164 PKRDAC
newblock1234,1.6093 POKER,1.6093 PKRDAC
newblock2222,1.1011 POKER,1.1011 PKRDAC
newblock3333,1.9452 POKER,1.9452 PKRDAC
newblock4321,2.0328 POKER,2.0328 PKRDAC
newblock5555,1.0164 POKER,1.0164 PKRDAC
newdexinvite,8.1992 POKER,8.1992 PKRDAC
newdexiocold,50000.0000 POKER,50000.0000 PKRDAC
newdexiofees,2027.1731 POKER,2027.1731 PKRDAC
newdexpocket,190009.3565 POKER,190009.3565 PKRDAC
newerasystem,1.3450 POKER,1.3450 PKRDAC
ngxbv3jgrz21,4295.8942 POKER,4295.8942 PKRDAC
niccinicciye,16.9843 POKER,16.9843 PKRDAC
nicholas.x,1874.0938 POKER,1874.0938 PKRDAC
niconiconi51,2.1194 POKER,2.1194 PKRDAC
nightwalker1,5.0000 POKER,5.0000 PKRDAC
nikitaruieos,1.1480 POKER,1.1480 PKRDAC
nilgo413nave,12.7245 POKER,12.7245 PKRDAC
ninaspirkova,597.6565 POKER,597.6565 PKRDAC
nishiwodeyan,1.1200 POKER,1.1200 PKRDAC
njsojsnjsnns,2.7735 POKER,2.7735 PKRDAC
nnyy11111111,24.9733 POKER,24.9733 PKRDAC
nolighthouse,1886.9086 POKER,1886.9086 PKRDAC
nuanfengkeji,1.6912 POKER,1.6912 PKRDAC
number1hotel,1.3309 POKER,1.3309 PKRDAC
nvcollegeeos,1233.0782 POKER,1233.0782 PKRDAC
ocean12345oe,1.5924 POKER,1.5924 PKRDAC
ocpechanel15,12.6395 POKER,12.6395 PKRDAC
ocpechanel52,107.2721 POKER,107.2721 PKRDAC
ocpechanel55,2.1020 POKER,2.1020 PKRDAC
ocpechannel2,262.5890 POKER,262.5890 PKRDAC
ocpetchannel,5.4062 POKER,5.4062 PKRDAC
octocttdmoon,2.0365 POKER,2.0365 PKRDAC
ohmygooooood,5.8125 POKER,5.8125 PKRDAC
ojbkldm33333,9.6150 POKER,9.6150 PKRDAC
ok.eos,1.3440 POKER,1.3440 PKRDAC
okbtozhemoon,4.7800 POKER,4.7800 PKRDAC
okokokokokok,1.0100 POKER,1.0100 PKRDAC
okoriedaniel,5.0001 POKER,5.0001 PKRDAC
oladehinde12,5.0000 POKER,5.0000 PKRDAC
oldhollywood,204.3623 POKER,204.3623 PKRDAC
omgomgomgwtf,6584.3526 POKER,6584.3526 PKRDAC
onesmallgoal,999.0000 POKER,999.0000 PKRDAC
onespoon1111,5642.8669 POKER,5642.8669 PKRDAC
onetaoeos123,2.4406 POKER,2.4406 PKRDAC
onlychinaeos,2.2854 POKER,2.2854 PKRDAC
oooccctttoct,6.4978 POKER,6.4978 PKRDAC
oooooommmmmm,412.8255 POKER,412.8255 PKRDAC
oooooooooooh,2518.7643 POKER,2518.7643 PKRDAC
ooxxooooxxoo,10.0000 POKER,10.0000 PKRDAC
oppa55555555,1.7514 POKER,1.7514 PKRDAC
oubinxx22222,2.7023 POKER,2.7023 PKRDAC
overthehedge,10000.0000 POKER,10000.0000 PKRDAC
pageisyellow,5.5278 POKER,5.5278 PKRDAC
paidgoodleyo,1.0066 POKER,1.0066 PKRDAC
paisharercom,20.4339 POKER,20.4339 PKRDAC
palacepalace,1.4560 POKER,1.4560 PKRDAC
paliboyalpha,81.2333 POKER,81.2333 PKRDAC
panagiotakis,416.4651 POKER,416.4651 PKRDAC
patcryptorea,5.0001 POKER,5.0001 PKRDAC
pathmanathan,149.7440 POKER,149.7440 PKRDAC
patrickambls,419.4191 POKER,419.4191 PKRDAC
pcoxwklfawpx,3.6808 POKER,3.6808 PKRDAC
peipeiwallet,6.1038 POKER,6.1038 PKRDAC
pelebl333333,2.8878 POKER,2.8878 PKRDAC
pemzijarules,3.2458 POKER,3.2458 PKRDAC
pengpengxxxx,571.2051 POKER,571.2051 PKRDAC
pengqixun111,2.8266 POKER,2.8266 PKRDAC
peninsulapay,1.3040 POKER,1.3040 PKRDAC
pepamintt222,67.6777 POKER,67.6777 PKRDAC
percyan12345,1.3000 POKER,1.3000 PKRDAC
peter11peter,7.0658 POKER,7.0658 PKRDAC
petrloveseos,25126.4564 POKER,25126.4564 PKRDAC
petrpetrpetr,69406.1115 POKER,69406.1115 PKRDAC
pgpmeetone11,1.5702 POKER,1.5702 PKRDAC
phw555555555,1.0672 POKER,1.0672 PKRDAC
pinkysbeads1,5.0001 POKER,5.0001 PKRDAC
piotrekgoral,6.0000 POKER,6.0000 PKRDAC
pixelzkeosio,6.3668 POKER,6.3668 PKRDAC
pkoeoswallet,1.3197 POKER,1.3197 PKRDAC
plane4wd1113,1.8448 POKER,1.8448 PKRDAC
pocketqueens,7.2256 POKER,7.2256 PKRDAC
poker.pra,23.0300 POKER,23.0300 PKRDAC
pra12345deng,4.2335 POKER,4.2335 PKRDAC
pra12345woyf,6.3573 POKER,6.3573 PKRDAC
pra12345xin1,3.5040 POKER,3.5040 PKRDAC
pra12345zero,3.3360 POKER,3.3360 PKRDAC
pra1234tyyhh,1.0898 POKER,1.0898 PKRDAC
pra123yiting,1.5593 POKER,1.5593 PKRDAC
pra125354213,9.6195 POKER,9.6195 PKRDAC
pra1344flehh,3.8516 POKER,3.8516 PKRDAC
pra1ppcvuj3f,4.2183 POKER,4.2183 PKRDAC
praa22222222,1.0000 POKER,1.0000 PKRDAC
praabc12345a,5.0979 POKER,5.0979 PKRDAC
praadidas111,1.4460 POKER,1.4460 PKRDAC
praalexhuang,1.1898 POKER,1.1898 PKRDAC
praasdzxc123,1.3743 POKER,1.3743 PKRDAC
prabaixuejin,1.2720 POKER,1.2720 PKRDAC
prabeautiful,4.9862 POKER,4.9862 PKRDAC
prabgelsdvug,1.2081 POKER,1.2081 PKRDAC
praboxglobal,2.9782 POKER,2.9782 PKRDAC
praboxmylove,6.6187 POKER,6.6187 PKRDAC
praboxprabox,6.0892 POKER,6.0892 PKRDAC
praceolaobai,3.3062 POKER,3.3062 PKRDAC
pracocoincom,5.2396 POKER,5.2396 PKRDAC
pracoinchina,1.9768 POKER,1.9768 PKRDAC
pracsheoseos,4.6395 POKER,4.6395 PKRDAC
pradaspinoza,4.2258 POKER,4.2258 PKRDAC
praddzkpraeo,2.0240 POKER,2.0240 PKRDAC
pradeng12345,4.7316 POKER,4.7316 PKRDAC
praeos222222,1.0400 POKER,1.0400 PKRDAC
praeos444555,1.0787 POKER,1.0787 PKRDAC
praeos555444,1.0787 POKER,1.0787 PKRDAC
praeoschain5,6.3822 POKER,6.3822 PKRDAC
praeosdappup,401.6269 POKER,401.6269 PKRDAC
praeosdcc115,4.5394 POKER,4.5394 PKRDAC
praeosdfkdfk,1.2263 POKER,1.2263 PKRDAC
praeoseos124,1.3200 POKER,1.3200 PKRDAC
praeosmrxbjc,2.0936 POKER,2.0936 PKRDAC
praexcellent,5.0067 POKER,5.0067 PKRDAC
prafangzun22,2.9179 POKER,2.9179 PKRDAC
pragmajssxk2,1.4462 POKER,1.4462 PKRDAC
prahecatehyh,2.9760 POKER,2.9760 PKRDAC
prahjmtt1234,1.1120 POKER,1.1120 PKRDAC
prahuangqing,1.2885 POKER,1.2885 PKRDAC
prahujiehuji,4.2460 POKER,4.2460 PKRDAC
praingentth3,1.0240 POKER,1.0240 PKRDAC
praised23333,2.8209 POKER,2.8209 PKRDAC
praisrealbtc,4.6447 POKER,4.6447 PKRDAC
praisthemoon,4.6662 POKER,4.6662 PKRDAC
prajian53353,1.1942 POKER,1.1942 PKRDAC
prajianzaosh,1.0376 POKER,1.0376 PKRDAC
prajinjiang1,5.5575 POKER,5.5575 PKRDAC
prakylinliu4,1.1280 POKER,1.1280 PKRDAC
praleadersen,1.0800 POKER,1.0800 PKRDAC
pralpdl33333,1.4640 POKER,1.4640 PKRDAC
pramocubao12,1.5920 POKER,1.5920 PKRDAC
pran3w4uupvv,1.8775 POKER,1.8775 PKRDAC
prananhua511,2.1360 POKER,2.1360 PKRDAC
praonthemoon,4.6342 POKER,4.6342 PKRDAC
prapraraprap,10.5458 POKER,10.5458 PKRDAC
praprowallet,1.0720 POKER,1.0720 PKRDAC
prapvkpgp123,3.6515 POKER,3.6515 PKRDAC
praqiuqiuqiu,1.1680 POKER,1.1680 PKRDAC
prar2dntfmwc,2.0000 POKER,2.0000 PKRDAC
praredone555,22.1107 POKER,22.1107 PKRDAC
prashijingxu,3.6852 POKER,3.6852 PKRDAC
prastarlucia,1.4175 POKER,1.4175 PKRDAC
prasw5211314,2.6649 POKER,2.6649 PKRDAC
prasxeos1115,1.4817 POKER,1.4817 PKRDAC
pratjwtjw123,3.6171 POKER,3.6171 PKRDAC
pratsao12345,1.5760 POKER,1.5760 PKRDAC
pratzulyxrmn,6.3378 POKER,6.3378 PKRDAC
prauuuuuuuuu,1.1906 POKER,1.1906 PKRDAC
prauwl5qabyx,7.9959 POKER,7.9959 PKRDAC
prawxj123wxj,2.2000 POKER,2.2000 PKRDAC
prax555555zg,1.7725 POKER,1.7725 PKRDAC
praxfwsm4tmv,2.1245 POKER,2.1245 PKRDAC
praxiaohangz,1.9493 POKER,1.9493 PKRDAC
praxiaozhou1,1.8160 POKER,1.8160 PKRDAC
praxlgeos123,1.1120 POKER,1.1120 PKRDAC
praycwv2kwte,1.0080 POKER,1.0080 PKRDAC
praymmeos222,1.9920 POKER,1.9920 PKRDAC
prayou555555,2.3719 POKER,2.3719 PKRDAC
prayoujiefen,5.6855 POKER,5.6855 PKRDAC
prayq3333333,1.9760 POKER,1.9760 PKRDAC
praytwly1314,1.6594 POKER,1.6594 PKRDAC
prayuan11111,5.2063 POKER,5.2063 PKRDAC
prayuanfei32,1.3200 POKER,1.3200 PKRDAC
prayuhongshu,2.0000 POKER,2.0000 PKRDAC
prayzhanshen,369.0001 POKER,369.0001 PKRDAC
prazhaoqi123,6.8136 POKER,6.8136 PKRDAC
prazhujy1234,1.4494 POKER,1.4494 PKRDAC
prazhy222222,1.0000 POKER,1.0000 PKRDAC
prazmlzmlzml,1.4118 POKER,1.4118 PKRDAC
prechiwallet,5.0001 POKER,5.0001 PKRDAC
prextix12345,5.0001 POKER,5.0001 PKRDAC
princevegeta,918.0810 POKER,918.0810 PKRDAC
procreateeve,5.0001 POKER,5.0001 PKRDAC
prodydydy532,1.1520 POKER,1.1520 PKRDAC
propropropro,4.0372 POKER,4.0372 PKRDAC
pumpman12345,1.6805 POKER,1.6805 PKRDAC
pvkpgpeos111,1.7142 POKER,1.7142 PKRDAC
pvkpgplive11,1.5222 POKER,1.5222 PKRDAC
pvkpgpmore11,1.6182 POKER,1.6182 PKRDAC
pvkpgpmore12,1.6502 POKER,1.6502 PKRDAC
pyunkrwallet,2.7302 POKER,2.7302 PKRDAC
qazmlpy12345,1.2923 POKER,1.2923 PKRDAC
qdccbqdccbqd,38.0000 POKER,38.0000 PKRDAC
qiang1234554,9.9396 POKER,9.9396 PKRDAC
qianqian1111,24.2548 POKER,24.2548 PKRDAC
qianyihong55,73.0204 POKER,73.0204 PKRDAC
qinjinliang1,9.8980 POKER,9.8980 PKRDAC
qintianmeili,10274.0741 POKER,10274.0741 PKRDAC
qinxiuyuan15,2.6808 POKER,2.6808 PKRDAC
qixunzhang2b,5068.1442 POKER,5068.1442 PKRDAC
qjt112233445,6.2469 POKER,6.2469 PKRDAC
qqpppppppppp,4.5000 POKER,4.5000 PKRDAC
quantifier11,1779.2201 POKER,1779.2201 PKRDAC
quantumclone,203.0372 POKER,203.0372 PKRDAC
qw1234512345,9.3787 POKER,9.3787 PKRDAC
qweasdzxc111,6.1041 POKER,6.1041 PKRDAC
qweasdzxc215,1.7729 POKER,1.7729 PKRDAC
qwertyu54321,2.9741 POKER,2.9741 PKRDAC
qzx5254321qz,8.5453 POKER,8.5453 PKRDAC
qzxeosno1234,2783.1782 POKER,2783.1782 PKRDAC
racketeering,1.8750 POKER,1.8750 PKRDAC
rainboteosio,1.0493 POKER,1.0493 PKRDAC
rangersalpha,7.3138 POKER,7.3138 PKRDAC
rannchouki11,366.6545 POKER,366.6545 PKRDAC
recalcitrant,2.7813 POKER,2.7813 PKRDAC
redbitwallet,1.0000 POKER,1.0000 PKRDAC
redone333333,1.9081 POKER,1.9081 PKRDAC
referrallink,1.0000 POKER,1.0000 PKRDAC
reminiscence,1.0000 POKER,1.0000 PKRDAC
remsimanveng,1.1043 POKER,1.1043 PKRDAC
retrypetry44,1.4112 POKER,1.4112 PKRDAC
rhamdanydhan,2.1391 POKER,2.1391 PKRDAC
rhododendron,1.0947 POKER,1.0947 PKRDAC
rhythmzhangq,2.0180 POKER,2.0180 PKRDAC
rickandmorty,1.6052 POKER,1.6052 PKRDAC
